â∑ìx [K],L,t,d,ñ êœS,åvéZÇµÇΩQ_h,L_net(ê›åvèåèÇ∆Ç»ÇÈ),D_p,S_p,delta_p,d_k,âÒì]êî,L_h,L_k,L_s,L_pe,L_pc,X_R,X,P_max,phi,L_net
507,50,50,2,0.053,151.1794793003608,2.194637017062437,18,14.8,3.0,4.9,1806.909387723326,20.049940395980563,99.85839233652642,44.400000000000006,71.94994039598058,44.400000000000006,0.5217717717717718,2.521771771771772,160.1785087464463,57.49956771193843,1.213493890831014
508,50,50,2,0.053,148.95746329624737,2.16985281179573,18,14.8,3.0,4.9,1786.5038205085627,20.049940395980563,99.85839233652642,44.400000000000006,71.94994039598058,44.400000000000006,0.5217717717717718,2.521771771771772,160.19665575046298,57.55070697404756,1.2052453878776817
509,50,50,2,0.053,146.73352902177297,2.144788714974442,18,14.8,2.9,4.9,1765.8678103214154,20.976588009254133,99.85839233652642,44.400000000000006,72.87658800925414,44.400000000000006,0.5058224891558225,2.5058224891558227,160.37549565018296,57.60170306360322,1.2021992893915276
510,50,50,2,0.053,144.50766745738264,2.1194457893749457,18,14.8,2.7,4.9,1745.0022321770177,23.03577445763939,99.85839233652642,44.400000000000006,74.9357744576394,44.400000000000006,0.4743243243243242,2.474324324324324,160.7162170247439,57.652556500557964,1.2042443862298144
511,50,50,2,0.053,142.27986958757907,2.0938250866900088,18,14.8,2.6,4.9,1723.9079519650459,24.18419388986177,99.85839233652642,44.400000000000006,76.08419388986178,44.400000000000006,0.4587754421087754,2.4587754421087755,160.89647868662766,57.70326780285854,1.2004184616383462
512,50,50,2,0.053,140.05012640069995,2.0679276476353357,18,14.8,2.4,4.9,1702.585826537436,26.76831544651229,99.85839233652642,44.400000000000006,78.6683154465123,44.400000000000006,0.4280780780780781,2.428078078078078,161.23954454064634,57.75383748645111,1.20159210634374
513,50,50,2,0.053,137.818428888696,2.0417545020547556,18,14.8,2.2,4.9,1681.0367037949873,29.822715579117602,99.85839233652642,44.400000000000006,81.7227155791176,44.400000000000006,0.39791458124791446,2.3979145812479143,161.58392817014186,57.804266065286754,1.2022923474756637
514,50,50,2,0.053,135.58476804690983,2.015306669024107,18,14.8,2.0,4.9,1659.2614227728964,33.4887232642384,99.85839233652642,44.400000000000006,85.38872326423841,44.400000000000006,0.3682849516182849,2.3682849516182847,161.92948360591674,57.85455405132687,1.202504794572629
515,50,50,2,0.053,133.34913487385592,1.9885851569538129,18,14.8,1.8,4.9,1637.2608137252078,37.9704913739113,99.85839233652642,44.400000000000006,89.8704913739113,44.400000000000006,0.3391891891891892,2.3391891891891894,162.27605753241158,57.90470195454861,1.2022150153250653
516,50,50,2,0.053,131.1115203710011,1.9615909636901714,18,14.8,1.6,4.9,1615.03569820821,43.574262242674834,99.85839233652642,44.400000000000006,95.47426224267484,44.400000000000006,0.31062729396062727,2.310627293960627,162.62348918760557,57.95471028295038,1.2014085570190682
517,50,50,2,0.053,128.87191554254602,1.9343250766153914,18,14.8,1.4,4.9,1592.5868891627995,50.78128947960578,99.85839233652642,44.400000000000006,102.6812894796058,44.400000000000006,0.2825992659325993,2.2825992659325993,162.97161027761095,58.00457954255737,1.2000709692158626
